title,link,descrip,date
Two workers die inside agriculture tanker,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Ftwo-workers-die-inside-agriculture-tanker&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24944&auth=kqEUKtm5%2B%2F86uwZlBly6gA&profile=_default&rank=206&query=%21padrenull,"In January 2018, two men were found dead in the bottom of a fibreglass tank on a trailer. The tanker/trailer is a purpose built tri-axle trailer built for the transport of dunder and molasses.",31 January 2018
Automotive mechanic run over by vehicle,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2018%2Fautomotive-mechanic-run-over-by-vehicle&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24468&auth=wrX77BQHXW6aXvT62R2ICg&profile=_default&rank=207&query=%21padrenull,"On 9 January 2018, a worker was run over by a vehicle while servicing it on sloping ground. Early investigations indicate the worker was underneath the vehicle while the driver was sitting in the cab with the engine running. It appears the vehicle has then moved forward unexpectedly and run over the mechanic. The injured man was then transported to Rockhampton Base Hospital for treatment.",17 January 2018
Worker fatally crushed by elevating work platform,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-fatally-crushed-by-elevating-work-platform&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26559&auth=suonjiAQC4UK%2Bmu946DkPA&profile=_default&rank=208&query=%21padrenull,"In December 2017, a 22 year old worker was killed while operating a boom elevating work platform (EWP) on a construction site. The EWP basket was approximately 8-10 metres in the air being lowered when it caught on a steel support beam, causing two wheels of the EWP to lift off the ground.",20 December 2017
Worker fatally crushed while unloading forklift from a trailer,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-fatally-crushed-while-unloading-forklift-from-a-trailer&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D28734&auth=iNbYOk4obRfmwmhKLc1sJg&profile=_default&rank=209&query=%21padrenull,"In November 2017, a worker was killed when a forklift fell from the loading ramps of a flatbed trailer while it was being unloaded, crushing him. At this stage, it is not clear what caused the forklift to fall off the ramps and investigations are continuing.",15 December 2017
Agriculture mobile plant roll-over fatalities,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fagriculture-mobile-plant-roll-over-fatalities&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25547&auth=0VISyQedVBVSDyLyvKhKqw&profile=_default&rank=210&query=%21padrenull,"In December 2017, a worker on a Tamborine Mountain avocado farm was killed when a single seat ride on mower being driven by another worker rolled over on a steep slope and crushed her. A few weeks before, a worker was killed when the tractor he was driving went over the edge of a steep embankment on a banana farm in North Queensland.",15 December 2017
Installation of shoring boxes and other trench support systems,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Finstallation-of-shoring-boxes-and-other-trench-support-systems&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27129&auth=t3gdWvV1flQzjqMf59HjJw&profile=_default&rank=211&query=%21padrenull,"The purpose of this safety alert is to highlight the risk of trench collapse when a shoring box, or any other trench support system, does not extend for the full depth of the trench. Shoring boxes are also known as trench shields or drag boxes.",8 December 2017
Worker burnt in fuel vapour explosion,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-burnt-in-fuel-vapour-explosion&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24505&auth=8oUHT%2BJMAUJ%2F8N444NlcVQ&profile=_default&rank=212&query=%21padrenull,"A young worker was draining the fuel system of a boat when residual fuel that had collected in the bilge of the boat caught fire. He sustained significant burns to his arm, face, nose and throat requiring hospital treatment.",7 December 2017
Worker killed by exploding wheel and tyre,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-killed-by-exploding-wheel-and-tyre&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25032&auth=9HRjZIVMqNSJteFuaoybtA&profile=_default&rank=213&query=%21padrenull,"A worker was killed in October 2017 after being struck in the face by an exploding wheel and tyre. Initial inquiries indicate that the worker attempted to weld up a small leak in the truck wheel, whilst the tyre was still pressurised.",5 December 2017
Public spa pools,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2006%2Fpublic-spa-pools&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D17091&auth=VL2gAPYZlRxXaV90jD03jA&profile=_default&rank=214&query=%21padrenull,Workplace health and safety alert for public spa pools.,1 December 2017
Multi-cutters and other discs on power tools and air tools,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fmulti-cutters-and-other-discs-on-power-tools-and-air-tools&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26595&auth=Fxs606EdEKuwBob2%2BaReVQ&profile=_default&rank=215&query=%21padrenull,To highlight hazards associated with the use of multi-cutters and grinding or cutting discs fitted on power tools and air tools.,22 November 2017
Guards and discs on angle grinders,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fguards-and-discs-on-angle-grinders&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22075&auth=lm1%2Be6CVBD28yZpVGf%2BA7w&profile=_default&rank=216&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with removing guards and using incorrect discs on angle grinders.,20 November 2017
Worker’s skull fractured by tree branch,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworkers-skull-fractured-by-tree-branch&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24500&auth=GTQrsk92nIKxtNiRPEktFw&profile=_default&rank=217&query=%21padrenull,"In October 2017, a tree lopper was hit by a branch cut by another worker in an elevating work platform approximately 8-10 metres above him. The worker was wearing a helmet and was struck in the head, fracturing his skull. He is being monitored in an intensive care unit.",14 November 2017
Worker killed on cane rail siding,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-killed-on-cane-rail-siding&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23399&auth=DUHD7emrjSojJjMCyrjnZg&profile=_default&rank=218&query=%21padrenull,"In October 2017, a driver’s assistant was struck and killed by rolling stock on a cane rail siding. She left the locomotive to activate points during a shunting sequence, allowing the train to leave the main track and enter the middle loop. She then gave instruction for the train to push empty cane bins into the middle loop.",14 November 2017
Serious spine injury for farm worker in 4WD rollover,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fserious-spine-injury-for-farm-worker-in-4wd-rollover&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27261&auth=3CpDwkOB4%2BSRe5yupiKcWA&profile=_default&rank=219&query=%21padrenull,A worker sustained a serious spinal injury in October 2017 while travelling as a passenger in a troop carrier on a fruit and vegetable farm. The worker was in the back of the four wheel drive which rolled over after the driver lost control.,13 November 2017
Two workers seriously burned after contact with high-voltage powerlines,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Ftwo-workers-seriously-burned-after-contact-with-high-voltage-powerlines&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D29632&auth=ogd2eBKULBagSPuknvnwdA&profile=_default&rank=220&query=%21padrenull,In October 2017 two workers on a rural property in the Western Downs region of Queensland received serious burns from an electric shock. The workers were relocating a grain auger when it came into contact with a 12.7kV single wire earth return (SWER) overhead powerline.,10 November 2017
Child injured after jumping castle became airborne,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fchild-injured-after-jumping-castle-became-airborne&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26519&auth=QENsF9vUYC%2B%2BYCi%2BLq7pJw&profile=_default&rank=221&query=%21padrenull,In September 2017 a child sustained serious injuries when a jumping castle became airborne. The child was playing on the inflatable amusement device when a sudden strong gust of wind lifted the front of it up whilst secured at the back to a fence. The child fell from the device to the ground.,19 October 2017
Worker killed after being pinned by mobile plant,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-killed-after-being-pinned-by-mobile-plant&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25963&auth=33qhLUSKQ5IZ8wFztpbx7Q&profile=_default&rank=222&query=%21padrenull,"In October 2017, a worker was killed after he was pinned between a cane haul out vehicle (a vehicle used to collect and remove sugar cane as it is harvested) and a fuel tanker trailer.",17 October 2017
Worker struck in head by portable hydraulic jack,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fworker-struck-in-head-by-portable-hydraulic-jack&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25972&auth=K61oxCXnqqzdk9trYtHnZg&profile=_default&rank=223&query=%21padrenull,"In September 2017, a worker sustained serious head injuries while operating a portable hydraulically powered jack. He was using the jack to expand a semi-circular shaped metal bracket when it dislodged and struck him in the face. He was found unconscious sometime after the incident occurred.",29 September 2017
Roof collapse,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Froof-collapse&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D16312&auth=371MuPf4uhuZ8vCMLdh0mg&profile=_default&rank=224&query=%21padrenull,"The purpose of this safety alert is to highlight that sudden roof collapse can occur without warning. This alert provides guidance for building owners, schools, local government, building managers and body corporates about minimising the risk of roof collapse.",26 September 2017
Impact protection for LPG cylinders,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fimpact-protection-for-lpg-cylinders&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22055&auth=gB2O1R1CT7VS75dbMXRrmw&profile=_default&rank=225&query=%21padrenull,The purpose of this safety alert is to highlight the importance of adequate impact protection for LPG cylinders and to remind gas work licence holders and LPG delivery network operators of their responsibilities.,26 September 2017
Single hand operated hock cutters,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fsingle-hand-operated-hock-cutters&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D21423&auth=cFlZJNz51rLokwmvcOtNhA&profile=_default&rank=226&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with single hand operated hock cutters used in the meat processing industry.,26 September 2017
Serious falls from height at the Gold Coast,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fserious-falls-from-height-at-the-gold-coast&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25529&auth=DMO2h00s58HVpJkZ4wtFwQ&profile=_default&rank=227&query=%21padrenull,There have been several recent falls from height at the Gold Coast which are being investigated by Workplace Health and Safety Queensland,4 September 2017
Billboard workers overhead powerlines electric shock,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fincident-alerts%2F2017%2Fbillboard-workers-overhead-powerlines-electric-shock&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27117&auth=CzNZAxvW8G2fD%2FaS4YmPPQ&profile=_default&rank=228&query=%21padrenull,"On 7 August 2017, two workers in an uninsulated elevating work platform contacted an 11 kV powerline with the six metre aluminium sail track they were reinstalling on a billboard. Both workers suffered a severe electrical shock and burns from contacting the high voltage lines.",4 September 2017
Dingli Australia elevating work platforms safety recall,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fdingli-australia-elevating-work-platforms-safety-recall&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26092&auth=N2qe%2BZxfQ8Cd26HNu3gw3A&profile=_default&rank=229&query=%21padrenull,The purpose of this safety alert is to highlight a stability issue with some elevating work platform models manufactured by Dingli Australia.,21 August 2017
Stability of stacked material,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fstability-of-stacked-material&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20715&auth=n5PahfkPp0jLqWTMt9ZLsg&profile=_default&rank=230&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with stacked materials and to ensure a safe system of work is followed.,30 June 2017
Enriched air nitrox (EANx) compressor systems,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Fenriched-air-nitrox-eanx-compressor-systems&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24060&auth=%2BV6DCUBFA3I1Z9TJzUDSow&profile=_default&rank=231&query=%21padrenull,"This safety alert highlights the dangers associated with the production of Nitrox, including the oxygen stick method.",6 June 2017
Access hatches,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2017%2Faccess-hatches&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D16300&auth=LDcbc4fPz2GaoY1wZnIoEQ&profile=_default&rank=232&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with removable access hatches.,9 May 2017
Setting-up and dismantling of amusement rides,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2015%2Fsetting-up-and-dismantling-of-amusement-rides&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D24046&auth=FT70KiQ%2FD%2B2WnG7RavnaoQ&profile=_default&rank=233&query=%21padrenull,There is a hazard when working directly underneath ride components that are only suspended by hydraulics or air pressure.,21 March 2017
Truck and trailer ramps,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Ftruck-and-trailer-ramps&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19013&auth=Zs0tUxyhwugbMdNarzsqNQ&profile=_default&rank=234&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with powered ramps on trucks and trailers.,20 March 2017
Devices for latching open fuel dispensing nozzle at a service station,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fdevices-for-latching-open-fuel-dispensing-nozzle-at-a-service-station&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D28152&auth=Qh7JOqJfMxd9D%2BjCNi%2BDJw&profile=_default&rank=235&query=%21padrenull,Workplace Health and Safety Queensland (WHSQ) has become aware of a device being marketed to actively latch open a fuel nozzle. The product can be inserted into the nozzle handle during fuel filling operations to bypass the ‘dead man’s handle’ element of the bowser operation.,17 November 2016
"Explosive conditions: grinding, cutting and welding (including pre-heating) from the inside or outside of confined spaces",https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2011%2Fexplosive-conditions-grinding%2C-cutting-and-welding-including-pre-heating-from-the-inside-or-outside-of-confined-spaces&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D33422&auth=BimtazyJxvXXvSCR0ekJbA&profile=_default&rank=236&query=%21padrenull,"The purpose of this safety alert is to provide practical guidance to minimise health and safety risks associated with the danger of grinding, cutting and welding in, on and around confined spaces and compartments such as tanks, containers, vessels and other enclosed structures, which have contained flammable or combustible liquids.",14 July 2015
Bi-fold horizontal workshop doors,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Fbi-fold-horizontal-workshop-doors-2&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22091&auth=YZLA%2BjioCzX4vjFvEuNvnQ&profile=_default&rank=237&query=%21padrenull,"The purpose of this safety alert is to highlight the potential risks associated with the use of horizontal industrial bi-fold doors and the requirements for inspection, maintenance and testing.",8 January 2015
Managing drowning risks at publicly accessible pools,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2011%2Fmanaging-drowning-risks-at-publicly-accessible-pools&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25563&auth=HjGPV2orXqZCFFadykzF0g&profile=_default&rank=238&query=%21padrenull,"Could you live with someone drowning on your watch? Swimming pools are used mainly by children and young people as an avenue for having fun. While the death of anyone from drowning is a tragedy, the death of a child or a young person is catastrophic. There are substantial penalties in the Workplace Health and Safety Act 1995 (Act) if it is found that a pool operator hasn't taken adequate steps to prevent a person drowning.",6 January 2015
JLG elevating work platform wheel failure,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2014%2Fjlg-elevating-work-platform-wheel-failure&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23464&auth=dmbyfuz0UjALsa16m8YRuQ&profile=_default&rank=239&query=%21padrenull,The purpose of this safety alert is to highlight the associated risks if a wheel falls off an elevating work platform (EWP).,5 January 2015
"Carbon monoxide poisoning, hookah compressors and diving",https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2005%2Fcarbon-monoxide-poisoning-hookah-compressors-and-diving&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26063&auth=SQ4FxcPZACLCUFhVwYesrA&profile=_default&rank=240&query=%21padrenull,Workplace health and safety alerts for alerting people in the diving industry to the hazards caused by air intake hoses on surface breathing air systems,3 December 2014
Truck mounted forklifts,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2007%2Ftruck-mounted-forklifts&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D19029&auth=iOl9a6jEImkBFwJ6i%2BQidg&profile=_default&rank=241&query=%21padrenull,"To alert all persons conducting a business or undertaking (whether as employer, self-employed person or worker), of the risk of failure of the ""top mounting kit"" when loading or unloading a Manitou forklift to and from the tray of trucks or trailers.",1 December 2014
Maintaining sufficient clearances when lifting or lowering the crane hook or load close to structures,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fmaintaining-sufficient-clearances-when-lifting-or-lowering-the-crane-hook-or-load-close-to-structures&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D32364&auth=hc6A3smHVSW1f5zT1Xi%2FqQ&profile=_default&rank=242&query=%21padrenull,The purpose of this alert is to highlight the importance of maintaining sufficient clearances between cranes and other plant and structures to avoid contact or collision.,4 November 2014
Industrial rope access safety,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2013%2Findustrial-rope-access-safety&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20683&auth=niVZZNauH5c5qD2xlQxuvA&profile=_default&rank=243&query=%21padrenull,"The purpose of this alert is to highlight the risks associated with industrial rope access, particularly the methods used to clean the exterior windows of multi-story buildings.",31 October 2014
Risk of being hit by moving parts of an aerial amusement ride,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Frisk-of-being-hit-by-moving-parts-of-an-aerial-amusement-ride&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D27181&auth=wq1TlLKN7qEHCRQNMqZmuw&profile=_default&rank=244&query=%21padrenull,Workplace health and safety alert regarding risks associated with being hit by moving parts of an aerial amusement ride.,31 October 2014
Safe systems of work when using vehicle lifting devices,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fsafe-systems-of-work-when-using-vehicle-lifting-devices&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D25984&auth=dv2X4K3TIjY2t74gOmk14A&profile=_default&rank=245&query=%21padrenull,"The purpose of this alert is to highlight the importance of safe systems of work when performing maintenance on plant, following a fatality that occurred when a worker was replacing parts on a vehicle lifting device.",31 October 2014
Securing loading ramps for mobile plant,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fsecuring-loading-ramps-for-mobile-plant&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22649&auth=F4ij2q4pYXuFfeNlePlaUQ&profile=_default&rank=246&query=%21padrenull,The purpose of this safety alert is to highlight the risks associated with not effectively securing loading ramps for mobile plant.,31 October 2014
Storage and handling of sheet materials,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2011%2Fstorage-and-handling-of-sheet-materials&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D22734&auth=B3M5ffQFfCWwbzZHbQK9Wg&profile=_default&rank=247&query=%21padrenull,The purpose of this alert is to highlight the hazards and risks from the storage and handling of sheet materials stacked on their edges.,31 October 2014
Safe storage and transportation of gas cylinders in vehicles,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2010%2Fsafe-storage-and-transportation-of-gas-cylinders-in-vehicles&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D26539&auth=YsSDGKPXAmUZAIQ%2FifEr5Q&profile=_default&rank=248&query=%21padrenull,The purpose of this safety alert is to highlight the potential dangers associated with the storage and transportation of flammable gas cylinders in confined spaces of vehicles.,31 October 2014
Electrical risks to insulation installers,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2009%2Felectrical-risks-to-insulation-installers&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D23383&auth=Rebx5nRhEB%2FzttiPseHGmg&profile=_default&rank=249&query=%21padrenull,The purpose of this safety alert is to inform people about the danger of installing insulation near electrical equipment in ceilings and provide guidance on how to control and identify a range of hazards found in ceilings.,31 October 2014
Non-compliant vehicle stands,https://wcq-search.squiz.cloud/s/redirect?collection=wcq-alerts-push&url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2Fnews-and-events%2Falerts%2Fworkplace-health-and-safety-alerts%2F2012%2Fnon-compliant-vehicle-stands&index_url=https%3A%2F%2Fwww.worksafe.qld.gov.au%2F%3Fa%3D20679&auth=gpTfIEabezDPy7w%2FJpHi4g&profile=_default&rank=250&query=%21padrenull,The purpose of this alert is to highlight the risks associated with using non-compliant vehicle stands.,31 October 2014
